iata,icao,name,city,country,lat,lon,runway_length_ft,gate_count,timezone,score,category
NCL,EGNT,Newcastle Airport,Newcastle,GB,55.037500,-1.691667,7641,20,Europe/London,520000,large_airport
NCO,KOQU,Quonset State Airport,North Kingstown,US,41.597099,-71.412102,7504,25,America/New_York,12000,small_airport
NCR,MNSC,San Carlos Airport,San Carlos,NI,11.129800,-84.770900,4000,1,America/Managua,20000,small_airport
NDG,ZYQQ,Qiqihar Sanjiazi Airport,Qiqihar,CN,47.240002,123.917999,8530,8,Asia/Shanghai,180000,medium_airport
NDZ,EGEP,Papa Westray Airport,Papa Westray,GB,59.351667,-2.900556,1532,1,Europe/London,5000,small_airport
NEG,MKNG,Negril Aerodrome,Negril,JM,18.339600,-78.334000,2200,1,America/Jamaica,15000,small_airport
NEL,KNEL,Lakehurst Maxfield Field Airport,Lakehurst,US,40.033298,-74.353302,5001,25,America/New_York,8000,small_airport
NEU,VLSS,Sam Neua Airport,Sam Neua,LA,20.418056,104.065556,3500,1,Asia/Vientiane,15000,small_airport
NEW,KNEW,Lakefront Airport,New Orleans,US,30.0424,-90.028297,6880,25,America/Chicago,18000,small_airport
NFL,KNFL,Fallon Naval Air Station,Fallon,US,39.416599,-118.700996,14005,25,America/Anchorage,15000,small_airport
NGB,ZSNB,Ningbo Lishe International Airport,Ningbo,CN,29.826799,121.461998,10499,35,Asia/Shanghai,750000,large_airport
NGF,PHNG,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,Kaneohe,US,21.4505,-157.768005,7771,25,Pacific/Honolulu,12000,small_airport
NGO,RJGG,Chubu Centrair International Airport,Nagoya,JP,34.858398,136.804993,11483,40,Asia/Tokyo,950000,large_airport
NGP,KNGP,Naval Air Station Corpus Christi Truax Field,Corpus Christi,US,27.6926,-97.2911,8003,25,America/Chicago,15000,small_airport
NGQ,ZUAL,Ngari Gunsa Airport,Ngari,CN,32.100000,80.053300,14764,6,Asia/Shanghai,80000,small_airport
NGS,RJFU,Nagasaki Airport,Nagasaki,JP,33.916100,129.912994,9840,12,Asia/Tokyo,310000,medium_airport
NGU,KNGU,Norfolk Naval Station (Chambers Field),Norfolk,US,36.937599,-76.289299,8369,25,America/New_York,18000,small_airport
NHK,KNHK,Patuxent River Naval Air Station (Trapnell Field),Patuxent River,US,38.285999,-76.411797,11807,25,America/New_York,15000,small_airport
NIP,KNIP,Jacksonville Naval Air Station (Towers Field),Jacksonville,US,30.2358,-81.680603,8002,25,America/New_York,18000,small_airport
NJK,KNJK,El Centro NAF Airport (Vraciu Field),El Centro,US,32.829201,-115.671996,9503,25,America/Los_Angeles,12000,small_airport
NKG,ZSNJ,Nanjing Lukou International Airport,Nanjing,CN,31.742100,118.862000,11811,75,Asia/Shanghai,1300000,large_airport
NKM,RJNA,Nagoya Airfield (Komaki),Nagoya,JP,35.255000,136.924000,9000,6,Asia/Tokyo,210000,medium_airport
NKX,KNKX,Miramar Marine Corps Air Station - Mitscher Field,San Diego,US,32.868401,-117.142998,12000,25,America/Anchorage,25000,small_airport
NLC,KNLC,Lemoore Naval Air Station (Reeves Field) Airport,Lemoore,US,36.333,-119.952004,13502,25,America/Anchorage,18000,small_airport
NLD,MMNL,Quetzalcóatl International Airport,Nuevo Laredo,MX,27.443900,-99.572100,6562,2,America/Monterrey,60000,small_airport
NLT,ZWNL,Xinyuan Nalati Airport,Xinyuan,CN,43.431900,83.380000,7874,6,Asia/Urumqi,80000,small_airport
NLU,MMSM,Felipe Ángeles International Airport (AIFA),Mexico City,MX,19.746300,-99.014800,14763,28,America/Mexico_City,500000,large_airport
NNG,ZGNN,Nanning Wuxu International Airport,Nanning,CN,22.608299,108.171997,10499,50,Asia/Shanghai,1100000,large_airport
NNY,ZHNY,Nanyang Jiangying Airport,Nanyang,CN,32.964700,112.614000,9186,12,Asia/Shanghai,320000,medium_airport
NOB,MRNS,Nosara Airport,Nosara,CR,9.976670,-85.653300,3280,1,America/Costa_Rica,70000,small_airport
NOG,MMNG,Nogales International Airport,Nogales,MX,31.176400,-110.975000,5905,2,America/Hermosillo,25000,small_airport
NOU,NWWW,La Tontouta International Airport,Nouméa,NC,-22.014601,166.216003,10663,6,Pacific/Noumea,180000,medium_airport
NPA,KNPA,Naval Air Station Pensacola Forrest Sherman Field,Pensacola,US,30.352699,-87.318604,8002,25,America/New_York,15000,small_airport
NPE,NZNR,Napier-Hastings Airport,Napier,NZ,-39.465798,176.871002,5741,5,Pacific/Auckland,250000,medium_airport
NPL,NZNP,New Plymouth Airport,New Plymouth,NZ,-38.967602,174.179001,4298,4,Pacific/Auckland,180000,medium_airport
NPO,WION,Nanga Pinoh Airport,Nanga Pinoh,ID,-0.347596,111.758003,3280,1,Asia/Jakarta,8000,small_airport
NPT,KUUU,Newport State Airport,Newport,US,41.532207,-71.281039,2999,25,America/New_York,4000,small_airport
NQA,KNQA,Millington-Memphis Airport,Millington,US,35.356701,-89.8703,8000,25,America/New_York,8000,small_airport
NQI,KNQI,Kingsville Naval Air Station,Kingsville,US,27.5072,-97.8097,8000,25,America/Chicago,12000,small_airport
NQX,KNQX,Naval Air Station Key West/Boca Chica Field,Key West,US,24.5758,-81.688904,10000,25,America/New_York,15000,small_airport
NQY,EGHQ,Newquay Cornwall Airport,Newquay,GB,50.440556,-4.995278,9006,5,Europe/London,50000,medium_airport
NQZ,UACC,Nursultan Nazarbayev International Airport,Astana,KZ,51.027035,71.467094,11484,20,Asia/Almaty,600000,large_airport
NRB,KNRB,Naval Station Mayport / Admiral David L McDonald Field,Jacksonville,US,30.3911,-81.424698,8001,25,America/New_York,8000,small_airport
NRL,EGEL,North Ronaldsay Airport,North Ronaldsay,GB,59.366667,-2.433333,1532,1,Europe/London,5000,small_airport
NRT,RJAA,Narita International Airport,Tokyo,JP,35.764702,140.386002,13123,85,Asia/Tokyo,1450000,large_airport
NSE,KNSE,Whiting Field Naval Air Station - North,Milton,US,30.724199,-87.021896,6000,25,America/New_York,5000,small_airport
NSN,NZNS,Nelson Airport,Nelson,NZ,-41.298302,173.227997,4420,6,Pacific/Auckland,320000,medium_airport
NST,VTSF,Nakhon Si Thammarat Airport,Nakhon Si Thammarat,TH,8.539800,99.944300,6890,5,Asia/Bangkok,150000,medium_airport
NTD,KNTD,Point Mugu Naval Air Station (Naval Base Ventura Co),Point Mugu,US,34.1203,-119.121002,11102,25,America/Anchorage,12000,small_airport
NTG,ZSNT,Nantong Xingdong International Airport,Nantong,CN,32.072201,120.976997,11155,15,Asia/Shanghai,450000,medium_airport
NTI,WABI,Bintuni Airport,Bintuni,ID,-2.091110,133.317993,3937,1,Asia/Jayapura,15000,small_airport
NTL,YWLM,Newcastle Airport,Newcastle,AU,-32.795000,151.834000,7999,6,Australia/Sydney,320000,medium_airport
NTQ,RJNW,Noto Airport,Wajima,JP,37.293300,136.953000,6561,3,Asia/Tokyo,35000,small_airport
NTU,KNTU,Oceana Naval Air Station,Virginia Beach,US,36.820702,-76.033501,11997,25,America/New_York,15000,small_airport
NUI,PAQT,Nuiqsut Airport,Nuiqsut,US,70.209999,-151.005998,4343,25,Pacific/Honolulu,2000,small_airport
NUQ,KNUQ,Moffett Federal Airfield,Mountain View,US,37.4161,-122.049004,9202,25,America/Anchorage,18000,small_airport
NUW,KNUW,Whidbey Island Naval Air Station (Ault Field),Oak Harbor,US,48.351799,-122.655998,8001,25,America/Anchorage,15000,small_airport
NWI,EGSH,Norwich Airport,Norwich,GB,52.675833,1.282778,6040,5,Europe/London,70000,medium_airport
NYG,KNYG,Quantico Marine Corps Airfield / Turner Field,Quantico,US,38.501701,-77.305298,4279,25,America/New_York,8000,small_airport
NYL,KNYL,Yuma International Airport / Marine Corps Air Station Yuma,Yuma,US,32.650938,-114.609375,13299,45,America/Los_Angeles,110000,medium_airport
NYT,VYNT,Naypyidaw International Airport,Naypyidaw,MM,19.624100,96.200500,11811,8,Asia/Yangon,250000,medium_airport
NYU,VYBG,Nyaung U Airport,Bagan,MM,21.182200,94.930397,8500,4,Asia/Yangon,180000,medium_airport
NZH,ZBMZ,Manzhouli Xijiao Airport,Manzhouli,CN,49.569200,117.329000,9186,10,Asia/Shanghai,220000,medium_airport
NZY,KNZY,North Island Naval Air Station-Halsey Field,San Diego,US,32.6992,-117.214996,8000,25,America/Anchorage,18000,small_airport
OAG,YORG,Orange Airport,Orange,AU,-33.380001,149.128005,5500,2,Australia/Sydney,30000,small_airport
OAJ,KOAJ,Albert J Ellis Airport,Richlands,US,34.829201,-77.612099,7100,25,America/New_York,35000,small_airport
OAK,KOAK,San Francisco Bay Oakland International Airport,Oakland,US,37.720085,-122.221184,10000,115,America/Anchorage,910000,medium_airport
OAX,MMOX,Xoxocotlán International Airport,Oaxaca,MX,16.950200,-96.726500,8038,8,America/Mexico_City,400000,large_airport
OBO,RJCB,Tokachi-Obihiro Airport,Obihiro,JP,42.733299,143.216995,8202,6,Asia/Tokyo,370000,medium_airport
OCA,07FA,Ocean Reef Club Airport,Key Largo,US,25.325399,-80.274803,4500,25,America/New_York,8000,small_airport
OCE,KOXB,Ocean City Municipal Airport,Ocean City,US,38.310398,-75.124001,4072,25,America/New_York,8000,small_airport
OCJ,MKBS,Ian Fleming International Airport,Ocho Rios,JM,18.404200,-76.968900,4769,2,America/Jamaica,45000,small_airport
OCN,KOKB,Oceanside Municipal Airport,Oceanside,US,33.217947,-117.351683,2712,25,America/Anchorage,5000,small_airport
ODY,VLOS,Oudomxay Airport,Oudomxay,LA,20.685301,101.992996,5380,2,Asia/Vientiane,35000,small_airport
OFF,KOFF,Offutt Air Force Base,Omaha,US,41.119307,-95.90851,11700,25,America/Chicago,15000,small_airport
OFK,KOFK,Karl Stefan Memorial Airport,Norfolk,US,41.9855,-97.435097,5800,25,America/Chicago,5000,small_airport
OGB,KOGB,Orangeburg Municipal Airport,Orangeburg,US,33.456799,-80.859497,5401,25,America/New_York,5000,small_airport
OGD,KOGD,Ogden Hinckley Airport,Ogden,US,41.1959,-112.012001,8103,25,America/Denver,25000,small_airport
OGG,PHOG,Kahului International Airport,Kahului,US,20.896263,-156.431837,6995,80,Pacific/Honolulu,930000,medium_airport
OGN,ROYN,Yonaguni Airport,Yonaguni,JP,24.467298,122.979827,4920,2,Asia/Tokyo,110000,medium_airport
OGS,KOGS,Ogdensburg International Airport,Ogdensburg,US,44.6819,-75.4655,5200,45,America/New_York,35000,small_airport
OHE,ZYMH,Mohe Gulian Airport,Mohe,CN,52.923100,122.424000,7218,6,Asia/Shanghai,120000,medium_airport
OIM,RJTO,Oshima Airport,Izu Oshima,JP,34.782001,139.360001,5905,2,Asia/Tokyo,50000,medium_airport
OIR,RJEO,Okushiri Airport,Okushiri Island,JP,42.071701,139.432999,4922,1,Asia/Tokyo,35000,medium_airport
OIT,RJFO,Oita Airport,Oita,JP,33.479401,131.737000,9840,10,Asia/Tokyo,260000,medium_airport
OKA,ROAH,Naha Airport,Okinawa,JP,26.195801,127.646004,9840,40,Asia/Tokyo,950000,large_airport
OKC,KOKC,OKC Will Rogers World Airport,Oklahoma City,US,35.393388,-97.598248,9802,60,America/Chicago,620000,medium_airport
OKD,RJCO,Sapporo Okadama Airport,Sapporo,JP,43.117447,141.381340,4920,5,Asia/Tokyo,350000,medium_airport
OKE,RJKB,Okinoerabu Airport,Tokunoshima,JP,27.425300,128.696000,3937,2,Asia/Tokyo,15000,small_airport
OKI,RJNO,Oki Airport,Okinoshima,JP,36.180800,133.325000,6561,3,Asia/Tokyo,30000,small_airport
OKJ,RJOB,Okayama Airport,Okayama,JP,34.757000,133.855000,9840,6,Asia/Tokyo,160000,medium_airport
OKQ,WAJO,Oksibil Airport,Oksibil,ID,-4.908060,140.628998,2952,1,Asia/Jayapura,15000,small_airport
OLF,KOLF,L M Clayton Airport,Wolf Point,US,48.094501,-105.574997,5089,25,America/Denver,4000,small_airport
OLM,KOLM,Olympia Regional Airport,Olympia,US,46.969399,-122.903,5501,25,America/Anchorage,8000,small_airport
OLS,KOLS,Nogales International Airport,Nogales,US,31.4177,-110.848,7199,45,America/Denver,11000,small_airport
OLU,KOLU,Columbus Municipal Airport,Columbus,US,41.448145,-97.340174,6800,25,America/Chicago,5000,small_airport
OMA,KOMA,Eppley Airfield,Omaha,US,41.3032,-95.894096,9502,60,America/Chicago,680000,medium_airport
OME,PAOM,Nome Airport,Nome,US,64.512199,-165.445007,6001,25,Pacific/Honolulu,25000,small_airport
ONI,WABO,Moanemani Airport,Moanemani,ID,-4.019170,135.895996,2952,1,Asia/Jayapura,8000,small_airport
ONJ,RJSR,Odate-Noshiro Airport,Kitaakita,JP,40.191400,140.370000,6561,3,Asia/Tokyo,30000,small_airport
ONO,KONO,Ontario Municipal Airport,Oregon,US,44.0198,-117.013289,4307,25,America/Anchorage,4000,small_airport
ONP,KONP,Newport Municipal Airport,Newport,US,44.580399,-124.057999,5398,25,America/Anchorage,8000,small_airport
ONT,KONT,Ontario International Airport,Ontario,US,34.056,-117.600998,12198,80,America/Anchorage,860000,medium_airport
OOL,YBCG,Gold Coast Airport,Gold Coast,AU,-28.164400,153.505005,8176,20,Australia/Brisbane,850000,large_airport
OPF,KOPF,Miami-Opa Locka Executive Airport,Miami,US,25.907,-80.278397,8002,131,America/New_York,35000,small_airport
ORD,KORD,Chicago O'Hare International Airport,Chicago,US,41.9786,-87.9048,13000,193,America/New_York,1380000,large_airport
ORF,KORF,Norfolk International Airport,Norfolk,US,36.895341,-76.201,9001,80,America/New_York,810000,medium_airport
ORH,KORH,Worcester Regional Airport,Worcester,US,42.2673,-71.875702,7000,25,America/New_York,65000,small_airport
ORL,KORL,Orlando Executive Airport,Orlando,US,28.5455,-81.332901,6003,129,America/New_York,45000,small_airport
ORT,PAOR,Northway Airport,Northway,US,62.9613,-141.929001,5100,25,Pacific/Honolulu,2000,small_airport
ORZ,MZOW,Orange Walk Airport,Orange Walk,BZ,18.046100,-88.583300,2000,1,America/Belize,15000,small_airport
OSH,KOSH,Wittman Regional Airport,Oshkosh,US,43.984402,-88.556999,8002,25,America/New_York,25000,small_airport
OSL,ENGM,Oslo-Gardermoen International Airport,Oslo (Gardermoen),NO,60.193901,11.100400,11811,55,Europe/Oslo,1120000,large_airport
OSU,KOSU,The Ohio State University Airport - Don Scott Field,Columbus,US,40.0798,-83.072998,5004,25,America/New_York,15000,small_airport
OTH,KOTH,Southwest Oregon Regional Airport,North Bend,US,43.417099,-124.246002,5980,25,America/Anchorage,25000,small_airport
OTM,KOTM,Ottumwa Regional Airport,Ottumwa,US,41.106368,-92.449837,5885,25,America/Chicago,5000,small_airport
OTZ,PAOT,Ralph Wien Memorial Airport,Kotzebue,US,66.884697,-162.598999,5900,25,Pacific/Honolulu,25000,small_airport
OVB,UNNT,Novosibirsk Tolmachevo Airport,Novosibirsk,RU,55.019756,82.618675,11818,25,Asia/Novosibirsk,660000,large_airport
OWB,KOWB,Owensboro Daviess County Airport,Owensboro,US,37.740101,-87.166801,6494,25,America/New_York,18000,small_airport
OWD,KOWD,Norwood Memorial Airport,Norwood,US,42.190498,-71.172897,4008,25,America/New_York,12000,small_airport
OXR,KOXR,Oxnard Airport,Oxnard,US,34.200802,-119.207001,5953,25,America/Anchorage,18000,small_airport
OZC,RPMO,Labo Airport,Ozamiz,PH,8.167820,123.844002,6233,3,Asia/Manila,160000,medium_airport
OZR,KOZR,Cairns AAF (Fort Rucker) Air Field,Fort Rucker/Ozark,US,31.2757,-85.713402,5000,25,America/New_York,8000,small_airport
PAC,MPMG,Albrook Marcos A. Gelabert International Airport,Panama City,PA,8.973410,-79.555801,5905,8,America/Panama,280000,medium_airport
PAE,KPAE,Seattle Paine Field International Airport,Everett,US,47.9063,-122.281998,9010,103,America/Anchorage,410000,medium_airport
PAG,RPMP,Pagadian Airport,Pagadian,PH,7.826720,123.461998,6932,3,Asia/Manila,130000,medium_airport
PAH,KPAH,Barkley Regional Airport,Paducah,US,37.060799,-88.773804,6499,25,America/New_York,45000,small_airport
PAM,KPAM,Tyndall Air Force Base,Panama City,US,30.069599,-85.575401,10004,25,America/New_York,15000,small_airport
PAO,KPAO,Palo Alto Airport,Palo Alto,US,37.461102,-122.114998,2443,25,America/Anchorage,8000,small_airport
PAP,MTPP,Toussaint Louverture International Airport,Port-au-Prince,HT,18.575300,-72.295100,9974,8,America/Port-au-Prince,350000,medium_airport
PAQ,PAAQ,"Warren ""Bud"" Woods Palmer Municipal Airport",Palmer,US,61.594898,-149.08901,6008,25,Pacific/Honolulu,5000,small_airport
PAZ,MMPA,El Tajín National Airport,Poza Rica,MX,20.602300,-97.460800,5905,2,America/Mexico_City,35000,small_airport
PBC,MMPB,Hermanos Serdán International Airport,Puebla,MX,19.158100,-98.371400,11811,6,America/Mexico_City,210000,medium_airport
PBF,KPBF,"Pine Bluff Regional Airport, Grider Field",Pine Bluff,US,34.174121,-91.935643,5998,25,America/Chicago,5000,small_airport
PBG,KPBG,Plattsburgh International Airport,Plattsburgh,US,44.650902,-73.468102,11758,45,America/New_York,110000,medium_airport
PBH,VQPR,Paro International Airport,Paro,BT,27.403200,89.424600,7431,5,Asia/Thimphu,250000,medium_airport
PBI,KPBI,Palm Beach International Airport,West Palm Beach,US,26.683201,-80.095596,10008,80,America/New_York,890000,medium_airport
PBO,YPBO,Paraburdoo Airport,Paraburdoo,AU,-23.171301,117.746002,6998,2,Australia/Perth,50000,small_airport
PBP,MRPI,Punta Islita Airport,Punta Islita,CR,9.853330,-85.368300,2625,1,America/Costa_Rica,35000,small_airport
PBR,MGPB,Puerto Barrios Airport,Puerto Barrios,GT,15.731700,-88.583603,8900,2,America/Guatemala,45000,small_airport
PCN,NZPI,Picton Aerodrome,Picton,NZ,-41.348600,173.955000,2559,1,Pacific/Auckland,20000,small_airport
PCQ,VLBV,Boun Neua Airport,Phongsaly,LA,21.733300,101.883000,3000,1,Asia/Vientiane,10000,small_airport
PDG,WIEE,Minangkabau International Airport,Padang,ID,-0.786580,100.280998,9022,12,Asia/Jakarta,620000,large_airport
PDK,KPDK,DeKalb Peachtree Airport,Atlanta,US,33.87633,-84.30213,6001,25,America/New_York,25000,small_airport
PDM,MPPD,Pedasí Airport,Pedasí,PA,7.555000,-80.026398,3000,1,America/Panama,15000,small_airport
PDS,MMPG,Piedras Negras International Airport,Piedras Negras,MX,28.625600,-100.535000,6653,2,America/Monterrey,55000,small_airport
PDT,KPDT,Eastern Oregon Regional Airport at Pendleton,Pendleton,US,45.695099,-118.841003,6300,25,America/Anchorage,15000,small_airport
PDX,KPDX,Portland International Airport,Portland,US,45.588699,-122.598,11000,80,America/Anchorage,960000,medium_airport
PEK,ZBAA,Beijing Capital International Airport,Beijing,CN,40.080101,116.584999,12467,150,Asia/Shanghai,1800000,large_airport
PEN,WMKP,Penang International Airport,Penang,MY,5.297100,100.276900,10997,20,Asia/Kuala_Lumpur,800000,large_airport
PER,YPPH,Perth Airport,Perth,AU,-31.940300,115.967003,11299,45,Australia/Perth,1100000,large_airport
PEU,MHPL,Puerto Lempira Airport,Puerto Lempira,HN,15.260600,-83.777200,4000,1,America/Tegucigalpa,35000,small_airport
PGA,KPGA,Page Municipal Airport,Page,US,36.924234,-111.447716,5950,25,America/Denver,18000,small_airport
PGD,KPGD,Punta Gorda Airport,Punta Gorda,US,26.9202,-81.990501,6695,25,America/New_York,450000,medium_airport
PGK,WIPK,Depati Amir Airport,Pangkal Pinang,ID,-2.162780,106.139999,6561,4,Asia/Jakarta,180000,medium_airport
PGV,KPGV,Pitt-Greenville Airport,Greenville,US,35.635535,-77.384262,6500,25,America/New_York,45000,small_airport
PHE,YPPD,Port Hedland International Airport,Port Hedland,AU,-20.377501,118.625999,8202,5,Australia/Perth,170000,medium_airport
PHF,KPHF,Newport News Williamsburg International Airport,Newport News,US,37.131901,-76.492996,8003,45,America/New_York,210000,medium_airport
PHL,KPHL,Philadelphia International Airport,Philadelphia,US,39.871899,-75.241096,10506,80,America/New_York,1080000,large_airport
PHX,KPHX,Phoenix Sky Harbor International Airport,Phoenix,US,33.435302,-112.005905,11489,106,America/Denver,1210000,large_airport
PIA,KPIA,General Wayne A. Downing Peoria International Airport,Peoria,US,40.663841,-89.692631,10104,45,America/New_York,310000,medium_airport
PIB,KPIB,Hattiesburg Laurel Regional Airport,Moselle,US,31.4671,-89.337097,6501,25,America/New_York,15000,small_airport
PIE,KPIE,St. Petersburg Clearwater International Airport,Pinellas Park,US,27.9102,-82.687401,9730,80,America/New_York,720000,medium_airport
PIH,KPIH,Pocatello Regional Airport,Pocatello,US,42.909801,-112.596001,9060,25,America/Denver,25000,small_airport
PIK,EGPZ,Glasgow Prestwick Airport,Glasgow,GB,55.509444,-4.594444,9786,5,Europe/London,55000,medium_airport
PIR,KPIR,Pierre Regional Airport,Pierre,US,44.382702,-100.286003,6900,25,America/Chicago,15000,small_airport
PIT,KPIT,Pittsburgh International Airport,Pittsburgh,US,40.491501,-80.232903,11500,80,America/New_York,880000,medium_airport
PIZ,PPIZ,Point Lay LRRS Airport,Point Lay,US,69.732903,-163.005005,3519,25,Pacific/Honolulu,2000,small_airport
PJM,MRPJ,Puerto Jiménez Airport,Puerto Jiménez,CR,8.535800,-83.300000,2690,1,America/Costa_Rica,55000,small_airport
PKB,KPKB,Mid Ohio Valley Regional Airport,Parkersburg (Williamstown),US,39.3451,-81.439201,6781,25,America/New_York,15000,small_airport
PKE,YPAR,Parkes Airport,Parkes,AU,-33.131100,148.238998,5500,2,Australia/Sydney,25000,small_airport
PKN,WAOI,Iskandar Airport,Pangkalan Bun,ID,-2.705600,111.672997,5413,2,Asia/Jakarta,90000,medium_airport
PKR,VNPR,Pokhara International Airport,Pokhara,NP,28.183600,84.015000,8202,6,Asia/Kathmandu,350000,medium_airport
PKU,WIBB,Sultan Syarif Kasim II International Airport,Pekanbaru,ID,0.460560,101.444000,8661,12,Asia/Jakarta,650000,large_airport
