iata,icao,name,city,country,lat,lon,runway_length_ft,gate_count,timezone,score,category
FON,MRAN,La Fortuna Airport,La Fortuna,CR,10.468600,-84.580000,2723,1,America/Costa_Rica,65000,small_airport
FPO,MYGF,Grand Bahama International Airport,Freeport,BS,26.558600,-78.695600,11000,8,America/Nassau,180000,medium_airport
FPR,KFPR,Treasure Coast International Airport,Fort Pierce,US,27.4951,-80.368301,6492,45,America/New_York,12000,small_airport
FRA,EDDF,Frankfurt Main Airport,Frankfurt am Main,DE,50.026706,8.558350,13123,140,Europe/Berlin,1450000,large_airport
FRD,KFHR,Friday Harbor Airport,Friday Harbor,US,48.523654,-123.024645,3402,25,America/Anchorage,8000,small_airport
FRG,KFRG,Republic Airport,East Farmingdale,US,40.728576,-73.414267,6827,25,America/New_York,35000,small_airport
FRI,KFRI,Marshall Army Air Field,Fort Riley (Junction City),US,39.053021,-96.764202,4500,25,America/Chicago,4000,small_airport
FRS,MGTK,Mundo Maya International Airport,Flores,GT,16.915800,-89.833300,9842,4,America/Guatemala,150000,medium_airport
FSD,KFSD,Sioux Falls Regional Airport,Sioux Falls,US,43.585463,-96.741152,8999,25,America/Chicago,450000,medium_airport
FSI,KFSI,Henry Post Army Air Field,Fort Sill,US,34.649799,-98.402199,5000,25,America/Chicago,5000,small_airport
FSM,KFSM,Fort Smith Regional Airport,Fort Smith,US,35.336601,-94.367401,8000,25,America/Chicago,35000,small_airport
FST,KFST,Fort Stockton Pecos County Airport,Fort Stockton,US,30.915701,-102.916,7507,25,America/Chicago,5000,small_airport
FSZ,RJNS,Mt. Fuji Shizuoka Airport,Shizuoka,JP,34.796101,138.188995,8202,10,Asia/Tokyo,220000,medium_airport
FTK,KFTK,Godman Army Air Field,Fort Knox,US,37.907101,-85.972099,5253,25,America/New_York,5000,small_airport
FTW,KFTW,Fort Worth Meacham International Airport,Fort Worth,US,32.819919,-97.360818,7501,168,America/Chicago,85000,small_airport
FTY,KFTY,Fulton County Airport Brown Field,Atlanta,US,33.779099,-84.5214,5796,25,America/New_York,25000,small_airport
FUG,ZSFY,Fuyang Xiguan Airport,Fuyang,CN,32.880001,115.738998,9186,12,Asia/Shanghai,320000,medium_airport
FUJ,RJFE,Fukue Airport,Gotō,JP,32.666401,128.833000,6561,3,Asia/Tokyo,35000,small_airport
FUK,RJFF,Fukuoka Airport,Fukuoka,JP,33.585899,130.451004,9186,35,Asia/Tokyo,980000,large_airport
FUO,ZGFS,Foshan Shadi Airport,Foshan,CN,23.081800,113.069000,9186,5,Asia/Shanghai,150000,medium_airport
FWA,KFWA,Fort Wayne International Airport,Fort Wayne,US,40.978896,-85.194465,12000,45,America/New_York,390000,medium_airport
FWH,KNFW,NAS Fort Worth JRB / Carswell Field,Fort Worth,US,32.769199,-97.441498,12000,168,America/Chicago,45000,small_airport
FXE,KFXE,Fort Lauderdale Executive Airport,Fort Lauderdale,US,26.1973,-80.1707,6001,25,America/New_York,35000,small_airport
FYJ,ZYFY,Fuyuan Dongji Airport,Fuyuan,CN,48.199400,134.364000,8202,4,Asia/Shanghai,80000,small_airport
FYU,PFYU,Fort Yukon Airport,Fort Yukon,US,66.571651,-145.249987,5810,25,Pacific/Honolulu,5000,small_airport
FYV,KFYV,Drake Field,Fayetteville,US,36.0051,-94.170097,6006,25,America/Chicago,12000,small_airport
GAJ,RJSC,Yamagata Airport,Higashine,JP,38.411900,140.371002,6560,5,Asia/Tokyo,370000,medium_airport
GAL,PAGA,Edward G. Pitka Sr Airport,Galena,US,64.736198,-156.936997,7254,25,Pacific/Honolulu,5000,small_airport
GAM,PAGM,Gambell Airport,Gambell,US,63.767694,-171.733303,4501,25,Pacific/Honolulu,2000,small_airport
GCC,KGCC,Northeast Wyoming Regional Airport,Gillette,US,44.3489,-105.539001,7500,25,America/Denver,21000,small_airport
GCI,EGJB,Guernsey Airport,Guernsey,GG,49.435000,-2.601944,4800,8,Europe/London,75000,medium_airport
GCK,KGCK,Garden City Regional Airport,Garden City,US,37.927502,-100.723999,7300,25,America/Chicago,15000,small_airport
GCM,MWCR,Owen Roberts International Airport,George Town,KY,19.292801,-81.357697,7867,12,America/Cayman,400000,medium_airport
GCN,KGCN,Grand Canyon National Park Airport,Grand Canyon - Tusayan,US,35.9524,-112.147003,8999,25,America/Denver,80000,small_airport
GDL,MMGL,Miguel Hidalgo y Costilla Guadalajara International Airport,Guadalajara,MX,20.521800,-103.311000,13123,45,America/Mexico_City,1200000,large_airport
GDV,KGDV,Dawson Community Airport,Glendive,US,47.137658,-104.80691,5704,25,America/Denver,5000,small_airport
GEA,NWWM,Nouméa Magenta Airport,Nouméa,NC,-22.258301,166.473007,4101,4,Pacific/Noumea,120000,medium_airport
GEG,KGEG,Spokane International Airport,Spokane,US,47.6199,-117.533997,11002,80,America/Anchorage,790000,medium_airport
GER,MUNG,Rafael Cabrera Airport,Nueva Gerona,CU,21.833600,-82.783600,8202,2,America/Havana,45000,small_airport
GES,RPMR,General Santos International Airport,General Santos,PH,6.058330,125.096001,10561,6,Asia/Manila,350000,large_airport
GET,YGEL,Geraldton Airport,Geraldton,AU,-28.796400,114.706001,6500,3,Australia/Perth,55000,medium_airport
GFF,YGTH,Griffith Airport,Griffith,AU,-34.250500,146.067001,5591,2,Australia/Sydney,40000,small_airport
GFK,KGFK,Grand Forks International Airport,Grand Forks,US,47.949299,-97.176102,7349,45,America/Chicago,210000,medium_airport
GFL,KGFL,Floyd Bennett Memorial Airport,Glens Falls,US,43.341202,-73.610298,5000,25,America/New_York,8000,small_airport
GGG,KGGG,East Texas Regional Airport,Longview,US,32.383999,-94.711502,10000,25,America/Chicago,18000,small_airport
GGT,MYEF,Exuma International Airport,George Town,BS,23.563300,-75.873100,7051,4,America/Nassau,140000,medium_airport
GGW,KGGW,Glasgow Valley County Airport Wokal Field,Glasgow,US,48.212502,-106.614998,5001,25,America/Denver,5000,small_airport
GHB,MYEM,Governor's Harbour Airport,Governor's Harbour,BS,25.283900,-76.328300,8025,2,America/Nassau,65000,small_airport
GIS,NZGS,Gisborne Airport,Gisborne,NZ,-38.662201,177.977997,4298,2,Pacific/Auckland,85000,small_airport
GJA,MHNJ,Guanaja Airport,Guanaja,HN,16.444700,-85.906900,4000,1,America/Tegucigalpa,45000,small_airport
GJT,KGJT,Grand Junction Regional Airport,Grand Junction,US,39.126663,-108.529387,10501,25,America/Denver,210000,medium_airport
GKN,PAGK,Gulkana Airport,Gulkana,US,62.155859,-145.454662,5001,25,Pacific/Honolulu,4000,small_airport
GLA,EGPF,Glasgow Airport,Glasgow,GB,55.871944,-4.433056,8743,25,Europe/London,620000,large_airport
GLD,KGLD,Goodland Municipal Airport,Goodland,US,39.370701,-101.699753,5499,25,America/Chicago,4000,small_airport
GLF,MRGF,Golfito Airport,Golfito,CR,8.653390,-83.181400,4593,2,America/Costa_Rica,40000,small_airport
GLH,KGLH,Mid Delta Regional Airport,Greenville,US,33.482899,-90.985603,8001,25,America/Chicago,8000,small_airport
GLS,KGLS,Scholes International At Galveston Airport,Galveston,US,29.265301,-94.860397,6001,45,America/Chicago,18000,small_airport
GLT,YGLA,Gladstone Airport,Gladstone,AU,-23.869700,151.223000,6300,3,Australia/Brisbane,85000,medium_airport
GLU,VQGP,Gelephu Airport,Gelephu,BT,26.885800,90.463100,4921,1,Asia/Thimphu,10000,small_airport
GMP,RKSS,Gimpo International Airport,Seoul,KR,37.558300,126.791000,11811,40,Asia/Seoul,1200000,large_airport
GMU,KGMU,Greenville Downtown Airport,Greenville,US,34.847903,-82.350217,5393,25,America/New_York,12000,small_airport
GNI,RCGI,Lyudao Airport,Green Island,TW,22.673800,121.466000,3251,2,Asia/Taipei,35000,small_airport
GNS,WIMB,Binaka Airport,Gunung Sitoli,ID,1.166300,97.701103,7381,2,Asia/Jakarta,50000,small_airport
GNV,KGNV,Gainesville Regional Airport,Gainesville,US,29.6901,-82.271797,7504,25,America/New_York,180000,medium_airport
GON,KGON,Groton New London Airport,Groton,US,41.330101,-72.045097,5000,25,America/New_York,15000,small_airport
GOQ,ZLGM,Golmud Airport,Golmud,CN,36.402200,94.795000,15748,8,Asia/Shanghai,180000,medium_airport
GPT,KGPT,Gulfport Biloxi International Airport,Gulfport,US,30.405582,-89.069836,9002,45,America/New_York,380000,medium_airport
GRB,KGRB,Austin Straubel International Airport,Green Bay,US,44.483459,-88.130805,8201,45,America/New_York,360000,medium_airport
GRF,KGRF,Gray Army Air Field,Fort Lewis/Tacoma,US,47.079201,-122.581001,6125,25,America/Anchorage,8000,small_airport
GRI,KGRI,Central Nebraska Regional Airport,Grand Island,US,40.967499,-98.309601,7002,25,America/Chicago,45000,small_airport
GRK,KGRK,Killeen Regional Airport / Robert Gray Army Airfield,Fort Cavazos,US,31.0672,-97.828903,10000,25,America/Chicago,150000,medium_airport
GRQ,EHGG,Groningen Airport Eelde,Groningen,NL,53.119701,6.579440,8202,3,Europe/Amsterdam,85000,medium_airport
GRR,KGRR,Gerald R. Ford International Airport,Grand Rapids,US,42.880798,-85.522797,10000,80,America/New_York,820000,medium_airport
GRU,SBGR,São Paulo/Guarulhos–Governor André Franco Montoro International Airport,São Paulo,BR,-23.431274,-46.469954,12139,95,America/Sao_Paulo,1300000,large_airport
GSB,KGSB,Seymour Johnson Air Force Base,Goldsboro,US,35.339401,-77.960602,11758,25,America/New_York,21000,small_airport
GSO,KGSO,Piedmont Triad International Airport,Greensboro,US,36.09937,-79.937262,10001,80,America/New_York,710000,medium_airport
GSP,KGSP,Greenville-Spartanburg International Airport,Greenville/Greer/Spartanburg,US,34.895699,-82.218903,11000,45,America/New_York,780000,medium_airport
GST,PAGS,Gustavus Airport,Gustavus,US,58.425301,-135.707001,6720,25,Pacific/Honolulu,8000,small_airport
GTF,KGTF,Great Falls International Airport,Great Falls,US,47.481998,-111.371002,10502,45,America/Denver,180000,medium_airport
GTO,WAMG,Jalaluddin Airport,Gorontalo,ID,0.636600,122.850998,8202,4,Asia/Makassar,160000,medium_airport
GTR,KGTR,Golden Triangle Regional Airport,Columbus/W Point/Starkville,US,33.450298,-88.5914,8002,25,America/New_York,25000,small_airport
GUA,MGGT,La Aurora International Airport,Guatemala City,GT,14.583300,-90.527504,9800,15,America/Guatemala,350000,large_airport
GUC,KGUC,Gunnison Crested Butte Regional Airport,Gunnison,US,38.534672,-106.934566,9400,25,America/Denver,80000,small_airport
GUM,PGUM,Antonio B. Won Pat International Airport,Hagåtña,GU,13.485000,144.797282,12015,20,Pacific/Guam,480000,medium_airport
GUP,KGUP,Gallup Municipal Airport,Gallup,US,35.511653,-108.788166,7316,25,America/Denver,12000,small_airport
GUS,KGUS,Grissom Air Reserve Base,Peru,US,40.648102,-86.1521,12501,25,America/New_York,15000,small_airport
GUY,KGUY,Guymon Municipal Airport,Guymon,US,36.685101,-101.508003,5900,25,America/Chicago,4000,small_airport
GWO,KGWO,Greenwood–Leflore Airport,Greenwood,US,33.495025,-90.088204,6503,25,America/Chicago,6000,small_airport
GYM,MMGM,General José María Yáñez International Airport,Guaymas,MX,27.969100,-110.924000,7709,2,America/Hermosillo,30000,small_airport
GYS,ZUGU,Guangyuan Panlong Airport,Guangyuan,CN,32.389301,105.700996,8202,6,Asia/Shanghai,120000,medium_airport
GYY,KGYY,Gary/Chicago International Airport,Gary,US,41.617087,-87.413206,7003,100,America/New_York,95000,small_airport
HAC,RJTH,Hachijojima Airport,Hachijojima,JP,33.114843,139.785645,6563,3,Asia/Tokyo,200000,medium_airport
HAK,ZJHK,Haikou Meilan International Airport,Haikou,CN,19.934999,110.458000,11811,65,Asia/Shanghai,1200000,large_airport
HAN,VVNB,Noi Bai International Airport,Hanoi,VN,21.218700,105.804200,12466,55,Asia/Ho_Chi_Minh,1400000,large_airport
HAV,MUHA,José Martí International Airport,Havana,CU,22.989200,-82.409100,13123,25,America/Havana,780000,large_airport
HBA,YMHB,Hobart International Airport,Hobart,AU,-42.836102,147.510000,7385,10,Australia/Hobart,550000,large_airport
HBG,KHBG,Hattiesburg Bobby L Chain Municipal Airport,Hattiesburg,US,31.264799,-89.2528,6099,25,America/New_York,12000,small_airport
HBR,KHBR,Hobart Regional Airport,Hobart,US,34.991317,-99.051313,5507,25,America/Chicago,5000,small_airport
HCJ,ZGHC,Hechi Jinchengjiang Airport,Hechi,CN,24.789200,107.702000,7218,4,Asia/Shanghai,80000,small_airport
HCR,PAHC,Holy Cross Airport,Holy Cross,US,62.188301,-159.774994,4000,25,Pacific/Honolulu,2000,small_airport
HDG,ZBHD,Handan Airport,Handan,CN,36.526400,114.426000,8530,10,Asia/Shanghai,250000,medium_airport
HDN,KHDN,Yampa Valley Airport,Hayden,US,40.481201,-107.218002,10000,25,America/Denver,210000,medium_airport
HDY,VTSS,Hat Yai International Airport,Hat Yai,TH,6.933200,100.393000,10007,15,Asia/Bangkok,550000,large_airport
HEH,VYHH,Heho Airport,Heho,MM,20.748300,96.791702,8500,4,Asia/Yangon,150000,medium_airport
HEK,ZYHE,Heihe Aihui Airport,Heihe,CN,50.165600,127.309000,8202,6,Asia/Shanghai,150000,medium_airport
HEL,EFHK,Helsinki Vantaa Airport,Helsinki (Vantaa),FI,60.318363,24.963341,11483,40,Europe/Helsinki,960000,large_airport
HET,ZBHH,Hohhot Baita International Airport,Hohhot,CN,40.851398,111.823997,11811,35,Asia/Shanghai,850000,large_airport
HFD,KHFD,Hartford Brainard Airport,Hartford,US,41.736698,-72.649399,4417,25,America/New_York,15000,small_airport
HFE,ZSOF,Hefei Xinqiao International Airport,Hefei,CN,31.989700,116.974998,11155,45,Asia/Shanghai,980000,large_airport
HGH,ZSHC,Hangzhou Xiaoshan International Airport,Hangzhou,CN,30.229500,120.433998,11811,95,Asia/Shanghai,1550000,large_airport
HGR,KHGR,Hagerstown Regional Richard A Henson Field,Hagerstown,US,39.708771,-77.728014,5461,25,America/New_York,35000,small_airport
HHH,KHXD,Hilton Head Airport,Hilton Head Island,US,32.2244,-80.697502,4300,25,America/New_York,120000,medium_airport
HHR,KHHR,Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,US,33.922798,-118.334999,4956,25,America/Anchorage,25000,small_airport
HIA,ZSSH,Huai'an Lianshui International Airport,Huai'an,CN,33.784200,119.135000,9186,10,Asia/Shanghai,280000,medium_airport
HIB,KHIB,Range Regional Airport,Hibbing,US,47.384831,-92.836905,6758,25,America/Chicago,21000,small_airport
HID,YHID,Horn Island Airport,Horn Island,AU,-10.585500,142.289000,4100,1,Australia/Brisbane,25000,small_airport
HIF,KHIF,Hill Air Force Base,Ogden,US,41.12403,-111.973086,13508,25,America/Denver,25000,small_airport
HII,KHII,Lake Havasu City Airport,Lake Havasu City,US,34.570506,-114.357745,8001,25,America/Los_Angeles,18000,small_airport
HIJ,RJOA,Hiroshima Airport,Hiroshima,JP,34.436100,132.919006,9840,12,Asia/Tokyo,350000,medium_airport
HIN,RKPS,Sacheon Airport,Jinju,KR,35.088600,128.070000,9000,3,Asia/Seoul,40000,small_airport
HIO,KHIO,Portland Hillsboro Airport,Portland,US,45.540401,-122.949997,6600,25,America/Anchorage,25000,small_airport
HJI,ZGCJ,Huaihua Zhijiang Airport,Huaihua,CN,27.441100,109.704000,8530,8,Asia/Shanghai,180000,medium_airport
HKD,RJCH,Hakodate Airport,Hakodate,JP,41.770000,140.822998,9840,10,Asia/Tokyo,250000,medium_airport
HKG,VHHH,Hong Kong International Airport,Hong Kong,HK,22.308047,113.918527,12467,90,Asia/Hong_Kong,1480000,large_airport
HKT,VTSP,Phuket International Airport,Phuket,TH,8.113200,98.316900,9843,30,Asia/Bangkok,850000,large_airport
HKY,KHKY,Hickory Regional Airport,Hickory,US,35.7411,-81.389503,6400,25,America/New_York,15000,small_airport
HLD,ZBLA,Hulunbuir Hailar Airport,Hailar,CN,49.205399,119.824997,9186,15,Asia/Shanghai,380000,medium_airport
HLG,KHLG,Wheeling Ohio County Airport,Wheeling,US,40.174999,-80.646301,5001,25,America/New_York,8000,small_airport
HLN,KHLN,Helena Regional Airport,Helena,US,46.6068,-111.983002,9000,25,America/Denver,150000,medium_airport
HLZ,NZHN,Hamilton International Airport,Hamilton,NZ,-37.866100,175.332001,7159,5,Pacific/Auckland,210000,medium_airport
HMI,ZWHM,Hami Yizhou Airport,Hami,CN,42.842200,93.666900,9186,8,Asia/Urumqi,150000,medium_airport
HMN,KHMN,Holloman Air Force Base,Alamogordo,US,32.852501,-106.107002,12800,25,America/Denver,18000,small_airport
HMO,MMHO,Hermosillo International Airport,Hermosillo,MX,29.095900,-111.048000,7546,12,America/Hermosillo,480000,large_airport
HNA,RJSI,Hanamaki Airport,Hanamaki,JP,39.429400,141.136000,8202,4,Asia/Tokyo,95000,medium_airport
HND,RJTT,Haneda Airport,Tokyo,JP,35.552299,139.779999,11020,105,Asia/Tokyo,1500000,large_airport
HNL,PHNL,Daniel K. Inouye International Airport,"Honolulu, Oahu",US,21.318387,-157.92567,12300,80,Pacific/Honolulu,1150000,large_airport
HNM,PHHN,Hana Airport,Hana,US,20.795601,-156.014008,3606,25,Pacific/Honolulu,12000,small_airport
HNS,PAHN,Haines Airport,Haines,US,59.243921,-135.523925,4000,25,Pacific/Honolulu,5000,small_airport
HNY,ZGHY,Hengyang Nanyue Airport,Hengyang,CN,26.721400,112.617000,8530,8,Asia/Shanghai,250000,medium_airport
HOB,KHOB,Lea County Regional Airport,Hobbs,US,32.6875,-103.217003,7398,25,America/Chicago,25000,small_airport
HOE,VLHS,Ban Huoeisay Airport,Ban Huoeisay,LA,20.257000,100.436996,4800,1,Asia/Vientiane,25000,small_airport
HOG,MUHG,Frank País Airport,Holguín,CU,20.785600,-76.315000,10623,8,America/Havana,320000,medium_airport
HOM,PAHO,Homer Airport,Homer,US,59.644456,-151.479235,6701,25,Pacific/Honolulu,35000,small_airport
HON,KHON,Huron Regional Airport,Huron,US,44.385201,-98.2285,7201,25,America/Chicago,12000,small_airport
HOP,KHOP,Campbell Army Airfield (Fort Campbell),Fort Campbell,US,36.674154,-87.48974,11800,25,America/New_York,15000,small_airport
HOT,KHOT,Memorial Field Airport,Hot Springs,US,34.4788,-93.096262,6595,25,America/Chicago,18000,small_airport
HOU,KHOU,William P. Hobby Airport,Houston,US,29.645336,-95.276812,7602,60,America/Chicago,920000,medium_airport
HPG,ZHSN,Shennongjia Hongping Airport,Shennongjia,CN,31.628900,110.336000,9186,6,Asia/Shanghai,150000,medium_airport
HPH,VVCI,Cat Bi International Airport,Hai Phong,VN,20.819400,106.733000,10006,10,Asia/Ho_Chi_Minh,780000,large_airport
HPN,KHPN,Westchester County Airport,White Plains,US,41.067001,-73.707603,6548,25,America/New_York,710000,medium_airport
HQM,KHQM,Bowerman Airport,Hoquiam,US,46.971199,-123.936996,5000,25,America/Anchorage,8000,small_airport
HRB,ZYHB,Harbin Taiping International Airport,Harbin,CN,45.623402,126.250000,10499,50,Asia/Shanghai,1150000,large_airport
HRJ,VNCJ,Chaurjahari Airport,Chaurjahari,NP,28.629200,82.195000,1968,1,Asia/Kathmandu,5000,small_airport
HRL,KHRL,Valley International Airport,Harlingen,US,26.2285,-97.654404,8301,45,America/Chicago,310000,medium_airport
HRO,KHRO,Boone County Airport,Harrison,US,36.261501,-93.154701,6161,25,America/Chicago,12000,small_airport
HSG,RJFS,Saga Airport,Saga,JP,33.150000,130.302000,6561,5,Asia/Tokyo,95000,medium_airport
HSL,PAHL,Huslia Airport,Huslia,US,65.697899,-156.350998,4000,25,Pacific/Honolulu,3000,small_airport
HSN,ZSZS,Zhoushan Putuoshan Airport,Zhoushan,CN,29.932900,122.362000,8202,8,Asia/Shanghai,180000,medium_airport
HST,KHST,Homestead Air Reserve Base,Homestead,US,25.4886,-80.383598,11201,25,America/New_York,18000,small_airport
HSV,KHSV,Huntsville International Airport,Huntsville,US,34.636244,-86.774378,12600,45,America/New_York,410000,medium_airport
HTI,YBHM,Great Barrier Reef Airport,Hamilton Island,AU,-20.354700,148.951004,5787,4,Australia/Brisbane,120000,medium_airport
HTN,ZWTN,Hotan Kunlun Airport,Hotan,CN,37.038101,79.865303,10499,15,Asia/Urumqi,350000,medium_airport
HTR,RORH,Hateruma Airport,Hateruma,JP,24.058300,123.801000,2625,1,Asia/Tokyo,5000,small_airport
HTS,KHTS,Tri-State Airport / Milton J. Ferguson Field,Huntington,US,38.366699,-82.557999,6509,25,America/New_York,80000,small_airport
HTV,KUTS,Huntsville Regional Airport,Huntsville,US,30.746901,-95.587196,5006,25,America/Chicago,12000,small_airport
HUA,KHUA,Redstone Army Air Field,Redstone Arsnl Huntsville,US,34.678699,-86.684799,7300,25,America/New_York,8000,small_airport
HUF,KHUF,"Terre Haute Regional Airport, Hulman Field",Terre Haute,US,39.4515,-87.307602,9020,25,America/New_York,15000,small_airport
HUI,VVPB,Phu Bai International Airport,Hue,VN,16.401000,107.703000,8775,25,Asia/Ho_Chi_Minh,680000,large_airport
HUL,KHUL,Houlton International Airport,Houlton,US,46.1231,-67.792099,5001,45,America/New_York,5000,small_airport
HUN,RCYU,Hualien Airport,Hualien,TW,24.023200,121.618000,9022,5,Asia/Taipei,95000,medium_airport
HUT,KHUT,Hutchinson Municipal Airport,Hutchinson,US,38.065498,-97.860603,7004,25,America/Chicago,8000,small_airport
HUX,MMBT,Bahías de Huatulco International Airport,Huatulco,MX,15.775300,-96.262600,9842,6,America/Mexico_City,290000,medium_airport
HUY,EGNJ,Humberside Airport,Kingston upon Hull,GB,53.574444,-0.350833,7205,5,Europe/London,65000,medium_airport
HVD,ZMKD,Khovd Airport,Khovd,MN,47.961389,91.625833,9350,3,Asia/Hovd,110000,medium_airport
HVN,KHVN,Tweed New Haven Airport,New Haven,US,41.262869,-72.887694,5600,25,America/New_York,210000,medium_airport
HVR,KHVR,Havre City County Airport,Havre,US,48.541387,-109.762859,5205,25,America/Denver,5000,small_airport
HWO,KHWO,North Perry Airport,Hollywood,US,26.0012,-80.2407,3350,25,America/New_York,15000,small_airport
HYA,KHYA,Cape Cod Gateway Airport,Hyannis,US,41.6693,-70.280403,5425,25,America/New_York,65000,small_airport
HYD,VOHS,Rajiv Gandhi International Airport,Hyderabad,IN,17.231318,78.429855,13976,50,Asia/Kolkata,1080000,large_airport
HYN,ZSTZ,Taizhou Luqiao Airport,Taizhou,CN,28.562099,121.428001,8202,10,Asia/Shanghai,250000,medium_airport
HYR,KHYR,Sawyer County Airport,Hayward,US,46.0252,-91.444298,5003,25,America/Chicago,8000,small_airport
HYS,KHYS,Hays Regional Airport,Hays,US,38.844521,-99.273148,6500,25,America/Chicago,25000,small_airport
HZG,ZLHZ,Hanzhong Chenggu Airport,Hanzhong,CN,33.131100,107.202000,8202,8,Asia/Shanghai,150000,medium_airport
IAB,KIAB,McConnell Air Force Base,Wichita,US,37.621899,-97.268204,12000,25,America/Chicago,25000,small_airport
IAD,KIAD,Washington Dulles International Airport,Dulles,US,38.9445,-77.455803,11501,80,America/New_York,1220000,large_airport
IAG,KIAG,Niagara Falls International Airport,Niagara Falls,US,43.1073,-78.946198,9829,45,America/New_York,120000,medium_airport
IAH,KIAH,George Bush Intercontinental Airport,Houston,US,29.9844,-95.3414,12001,80,America/Chicago,1280000,large_airport
IAN,PAIK,Bob Baker Memorial Airport,Kiana,US,66.976128,-160.439014,3400,25,Pacific/Honolulu,5000,small_airport
IAO,RPNS,Sayak Airport,Siargao,PH,9.858760,126.012001,4429,2,Asia/Manila,170000,medium_airport
IBR,RJAH,Ibaraki Airport,Omitama,JP,36.181200,140.415000,8858,4,Asia/Tokyo,140000,medium_airport
ICI,NFCI,Cicia Airport,Cicia,FJ,-17.744101,-179.324997,2493,1,Pacific/Fiji,3000,small_airport
ICN,RKSI,Incheon International Airport,Seoul,KR,37.469101,126.450996,13123,120,Asia/Seoul,1500000,large_airport
ICT,KICT,Wichita Dwight D. Eisenhower National Airport,Wichita,US,37.650314,-97.428583,10301,25,America/Chicago,680000,medium_airport
IDA,KIDA,Idaho Falls Regional Airport,Idaho Falls,US,43.514599,-112.070999,9002,25,America/Denver,210000,medium_airport
IFP,KIFP,Laughlin Bullhead International Airport,Bullhead City,US,35.154726,-114.559322,7520,45,America/Los_Angeles,45000,small_airport
IGA,MYIG,Inagua Airport,Matthew Town,BS,20.975300,-73.667500,7000,1,America/Nassau,20000,small_airport
IGM,KIGM,Kingman Airport,Kingman,US,35.259499,-113.938004,6826,25,America/Denver,12000,small_airport
IKI,RJDB,Iki Airport,Iki,JP,33.748900,129.789000,3937,2,Asia/Tokyo,15000,small_airport
IKK,KIKK,Greater Kankakee Airport,Kankakee,US,41.0714,-87.846298,5979,25,America/New_York,8000,small_airport
IKT,UIII,Irkutsk International Airport,Irkutsk,RU,52.266707,104.395563,11696,14,Asia/Irkutsk,445000,large_airport
ILA,WAVL,Ilaga Airport,Ilaga,ID,-3.993060,137.643997,1968,1,Asia/Jayapura,6000,small_airport
ILG,KILG,Wilmington Airport,Wilmington,US,39.678699,-75.606499,7181,25,America/New_York,35000,small_airport
ILI,PAIL,Iliamna Airport,Iliamna,US,59.754398,-154.910996,5087,25,Pacific/Honolulu,12000,small_airport
ILM,KILM,Wilmington International Airport,Wilmington,US,34.272345,-77.905117,8016,45,America/New_York,620000,medium_airport
ILN,KILN,Wilmington Airpark,Wilmington,US,39.427898,-83.792099,10701,25,America/New_York,35000,small_airport
ILO,RPVI,Iloilo International Airport,Iloilo,PH,10.832800,122.492996,8202,10,Asia/Manila,650000,large_airport
ILP,NWWE,Île des Pins Airport,Île des Pins,NC,-22.588899,167.455994,3576,2,Pacific/Noumea,35000,small_airport
ILQ,MSSS,Ilopango International Airport,San Salvador,SV,13.696700,-89.117401,7356,3,America/El_Salvador,45000,small_airport
ILY,EGPI,Islay Airport,Islay,GB,55.681944,-6.251111,5068,1,Europe/London,5000,small_airport
IMT,KIMT,Ford Airport,Kingsford,US,45.81911,-88.114557,6500,25,America/New_York,15000,small_airport
INB,MZIN,Independence Airport,Independence,BZ,16.533300,-88.433300,2100,1,America/Belize,15000,small_airport
INC,ZLIC,Yinchuan Hedong International Airport,Yinchuan,CN,38.322800,106.391998,10499,30,Asia/Shanghai,780000,large_airport
IND,KIND,Indianapolis International Airport,Indianapolis,US,39.7173,-86.294403,11200,80,America/New_York,910000,medium_airport
INK,KINK,Winkler County Airport,Wink,US,31.7796,-103.200996,5000,25,America/Chicago,5000,small_airport
INL,KINL,Falls International Airport,International Falls,US,48.5662,-93.403099,6508,45,America/Chicago,42000,small_airport
INT,KINT,Smith Reynolds Airport,Winston Salem,US,36.133701,-80.222,6655,25,America/New_York,35000,small_airport
INV,EGPE,Inverness Airport,Inverness,GB,57.542500,-4.047500,6191,5,Europe/London,85000,medium_airport
INW,KINW,Winslow Lindbergh Regional Airport,Winslow,US,35.0219,-110.723,7499,25,America/Denver,5000,small_airport
IOM,EGNS,Isle of Man Airport,Castletown,IM,54.083333,-4.623889,5754,8,Europe/London,80000,medium_airport
IPL,KIPL,Imperial County Airport,Imperial,US,32.83539,-115.574026,5304,25,America/Los_Angeles,18000,small_airport
IPT,KIPT,Williamsport Regional Airport,Williamsport,US,41.242126,-76.92245,6474,25,America/New_York,25000,small_airport
IQM,ZWCM,Qiemo Yudu Airport,Qiemo,CN,38.225600,85.503600,9186,6,Asia/Urumqi,80000,small_airport
IQN,ZLQY,Qingyang Airport,Qingyang,CN,35.801601,107.595001,8530,8,Asia/Shanghai,180000,medium_airport
IRK,KIRK,Kirksville Regional Airport,Kirksville,US,40.093498,-92.544899,6005,25,America/Chicago,12000,small_airport
ISA,YBMA,Mount Isa Airport,Mount Isa,AU,-20.663900,139.488998,8402,4,Australia/Brisbane,110000,medium_airport
