origin_iata,dest_iata,anchor_annual,anchor_weekly,years_used,first_year,last_year,method
OIT,NKM,2745.61,52.8001,1,2025,2025,jp_trend_wm_max_recent_v2
IZO,CTS,2542.65,48.8972,7,2016,2025,jp_trend_wm_max_recent_v2
CTS,IZO,2536.74,48.7835,7,2016,2025,jp_trend_wm_max_recent_v2
MMB,ITM,2504.35,48.1605,7,2016,2025,jp_trend_wm_max_recent_v2
ITM,KUH,2476.0,47.6154,7,2016,2025,jp_trend_wm_max_recent_v2
NGO,OBO,2314.23,44.5045,6,2017,2025,jp_trend_wm_max_recent_v2
NKM,OBO,2212.62,42.5504,1,2016,2016,jp_trend_wm_max_recent_v2
OBO,NGO,2201.83,42.3429,6,2017,2025,jp_trend_wm_max_recent_v2
OBO,NKM,2106.5,40.5096,1,2016,2016,jp_trend_wm_max_recent_v2
ITM,MMY,2026.92,38.9792,2,2018,2023,jp_trend_wm_max_recent_v2
MMY,ITM,2026.92,38.9792,2,2018,2023,jp_trend_wm_max_recent_v2
OIR,OKD,1916.53,36.8563,3,2023,2025,jp_trend_wm_max_recent_v2
ITM,MMJ,1821.74,35.0335,7,2016,2025,jp_trend_wm_max_recent_v2
NGO,KUH,1783.93,34.3064,7,2016,2025,jp_trend_wm_max_recent_v2
OKD,OIR,1764.36,33.9301,3,2023,2025,jp_trend_wm_max_recent_v2
KUH,ITM,1755.0,33.75,7,2016,2025,jp_trend_wm_max_recent_v2
CTS,TKS,1735.38,33.3727,7,2016,2025,jp_trend_wm_max_recent_v2
TKS,CTS,1694.25,32.5817,7,2016,2025,jp_trend_wm_max_recent_v2
KUH,NGO,1666.54,32.0489,7,2016,2025,jp_trend_wm_max_recent_v2
KMJ,FSZ,1662.92,31.9793,3,2023,2025,jp_trend_wm_max_recent_v2
FSZ,KMJ,1607.67,30.9168,3,2023,2025,jp_trend_wm_max_recent_v2
TNE,ITM,1597.32,30.7177,7,2016,2025,jp_trend_wm_max_recent_v2
ITM,TNE,1574.0,30.2692,7,2016,2025,jp_trend_wm_max_recent_v2
MMJ,ITM,1544.27,29.6975,7,2016,2025,jp_trend_wm_max_recent_v2
MYE,OIM,1525.23,29.3313,7,2016,2025,jp_trend_wm_max_recent_v2
NGO,OKD,1373.69,26.4171,1,2025,2025,jp_trend_wm_max_recent_v2
KUH,NRT,1354.36,26.0453,1,2023,2023,jp_trend_wm_max_recent_v2
OKD,NGO,1145.48,22.0285,1,2025,2025,jp_trend_wm_max_recent_v2
NRT,KUH,999.6,19.2231,1,2023,2023,jp_trend_wm_max_recent_v2
ITM,IWJ,977.0,18.7885,7,2016,2025,jp_trend_wm_max_recent_v2
OIM,MYE,946.94,18.2104,7,2016,2025,jp_trend_wm_max_recent_v2
IWJ,ITM,887.0,17.0577,7,2016,2025,jp_trend_wm_max_recent_v2
HKD,KIX,424.32,8.16,2,2017,2018,jp_trend_wm_max_recent_v2
KIX,HKD,419.22,8.0619,2,2017,2018,jp_trend_wm_max_recent_v2
ITM,TKN,222.81,4.2848,4,2019,2025,jp_trend_wm_max_recent_v2
TKN,ITM,215.56,4.1455,4,2019,2025,jp_trend_wm_max_recent_v2
MSJ,HKD,21.22,0.4082,1,2016,2016,jp_trend_wm_max_recent_v2
HKD,MSJ,10.61,0.2041,1,2016,2016,jp_trend_wm_max_recent_v2
